記錄時間,環境溫度 (°C),氣象觀測時間,時間戳 (ms)
2026-06-27 19:58:05,25.9,2026-06-27 19:40:00,1782561485147
2026-06-27 20:08:05,25.9,2026-06-27 19:50:00,1782562085555
2026-06-27 20:18:06,25.9,2026-06-27 20:00:00,1782562686226
2026-06-27 20:28:05,25.8,2026-06-27 20:10:00,1782563285064
2026-06-27 20:38:04,25.8,2026-06-27 20:20:00,1782563884896
2026-06-27 20:48:04,25.8,2026-06-27 20:30:00,1782564484587
2026-06-27 20:58:04,25.7,2026-06-27 20:40:00,1782565084940
2026-06-27 21:08:05,25.6,2026-06-27 20:50:00,1782565685158
2026-06-27 21:18:09,25.6,2026-06-27 21:00:00,1782566289225
2026-06-27 21:28:05,25.4,2026-06-27 21:10:00,1782566885183
2026-06-27 21:38:06,25.3,2026-06-27 21:20:00,1782567486364
2026-06-27 21:48:05,25.3,2026-06-27 21:30:00,1782568085075
2026-06-27 21:58:05,25.2,2026-06-27 21:40:00,1782568685059
2026-06-27 22:08:04,25.1,2026-06-27 21:50:00,1782569284981
2026-06-27 22:18:05,25.1,2026-06-27 22:00:00,1782569885072
2026-06-27 22:28:06,25.1,2026-06-27 22:10:00,1782570486875
2026-06-27 22:38:05,25.1,2026-06-27 22:20:00,1782571085780
2026-06-27 22:48:05,25.0,2026-06-27 22:30:00,1782571685042
2026-06-27 22:58:04,25.0,2026-06-27 22:40:00,1782572284578
2026-06-27 23:08:05,25.1,2026-06-27 22:50:00,1782572885129
2026-06-27 23:18:04,25.1,2026-06-27 23:00:00,1782573484090
2026-06-27 23:28:03,25.0,2026-06-27 23:10:00,1782574083753
2026-06-27 23:38:05,25.0,2026-06-27 23:20:00,1782574685249
2026-06-27 23:48:03,25.0,2026-06-27 23:30:00,1782575283709
2026-06-27 23:58:03,25.0,2026-06-27 23:40:00,1782575883786
