記錄時間,環境溫度 (°C),氣象觀測時間,時間戳 (ms)
2026-06-29 11:58:05,32.5,2026-06-29 11:40:00,1782705485068
2026-06-29 12:08:05,32.7,2026-06-29 11:50:00,1782706085009
2026-06-29 12:18:04,32.8,2026-06-29 12:00:00,1782706684605
2026-06-29 12:28:04,32.7,2026-06-29 12:10:00,1782707284899
2026-06-29 12:38:06,32.7,2026-06-29 12:20:00,1782707886107
2026-06-29 12:48:04,32.7,2026-06-29 12:30:00,1782708484737
2026-06-29 12:58:05,32.4,2026-06-29 12:40:00,1782709085211
2026-06-29 13:08:05,32.6,2026-06-29 12:50:00,1782709685446
2026-06-29 13:18:05,32.6,2026-06-29 13:00:00,1782710285826
2026-06-29 13:28:05,32.8,2026-06-29 13:10:00,1782710885405
2026-06-29 13:38:05,32.9,2026-06-29 13:20:00,1782711485069
2026-06-29 13:48:05,32.9,2026-06-29 13:30:00,1782712085105
2026-06-29 13:58:05,33.0,2026-06-29 13:40:00,1782712685459
2026-06-29 14:08:05,32.8,2026-06-29 13:50:00,1782713285036
2026-06-29 14:18:05,32.9,2026-06-29 14:00:00,1782713885838
2026-06-29 14:28:04,33.0,2026-06-29 14:10:00,1782714484949
2026-06-29 14:38:05,32.9,2026-06-29 14:20:00,1782715085592
2026-06-29 14:48:05,32.1,2026-06-29 14:30:00,1782715685222
2026-06-29 14:58:05,32.0,2026-06-29 14:40:00,1782716285210
2026-06-29 15:08:04,32.2,2026-06-29 14:50:00,1782716884983
2026-06-29 15:18:05,32.0,2026-06-29 15:00:00,1782717485375
2026-06-29 15:28:05,31.6,2026-06-29 15:10:00,1782718085079
2026-06-29 15:38:06,31.4,2026-06-29 15:20:00,1782718686148
2026-06-29 15:48:05,30.9,2026-06-29 15:30:00,1782719285046
2026-06-29 15:58:05,31.0,2026-06-29 15:40:00,1782719885433
2026-06-29 16:08:05,31.2,2026-06-29 15:50:00,1782720485248
2026-06-29 16:18:04,31.2,2026-06-29 16:00:00,1782721084602
2026-06-29 16:28:05,31.0,2026-06-29 16:10:00,1782721685212
2026-06-29 16:38:07,30.5,2026-06-29 16:20:00,1782722287003
2026-06-29 16:48:05,30.3,2026-06-29 16:30:00,1782722885332
2026-06-29 16:58:08,30.0,2026-06-29 16:40:00,1782723488644
2026-06-29 17:08:05,29.8,2026-06-29 16:50:00,1782724085108
2026-06-29 17:18:05,29.8,2026-06-29 17:00:00,1782724685202
2026-06-29 17:28:06,29.7,2026-06-29 17:10:00,1782725286462
2026-06-29 17:38:05,29.8,2026-06-29 17:20:00,1782725885268
2026-06-29 17:48:03,29.8,2026-06-29 17:30:00,1782726483835
2026-06-29 17:58:04,29.7,2026-06-29 17:40:00,1782727084189
2026-06-29 18:08:04,29.7,2026-06-29 17:50:00,1782727684372
2026-06-29 18:18:04,29.7,2026-06-29 18:00:00,1782728284219
2026-06-29 18:28:05,29.7,2026-06-29 18:10:00,1782728885250
2026-06-29 18:38:05,29.7,2026-06-29 18:20:00,1782729485351
2026-06-29 20:38:06,27.6,2026-06-29 20:20:00,1782736686248
2026-06-29 20:48:04,27.5,2026-06-29 20:30:00,1782737284598
2026-06-29 20:58:03,27.5,2026-06-29 20:40:00,1782737883973
2026-06-29 21:08:04,27.5,2026-06-29 20:50:00,1782738484553
2026-06-29 21:18:04,27.6,2026-06-29 21:00:00,1782739084366
2026-06-29 21:28:04,27.6,2026-06-29 21:10:00,1782739684564
2026-06-29 21:38:05,27.6,2026-06-29 21:20:00,1782740285690
2026-06-29 21:48:04,27.6,2026-06-29 21:30:00,1782740884584
2026-06-29 21:58:04,27.6,2026-06-29 21:40:00,1782741484680
2026-06-29 22:08:04,27.6,2026-06-29 21:50:00,1782742084923
2026-06-29 22:18:04,27.5,2026-06-29 22:00:00,1782742684676
2026-06-29 22:28:04,27.5,2026-06-29 22:10:00,1782743284706
2026-06-29 22:38:05,27.5,2026-06-29 22:20:00,1782743885514
2026-06-29 22:48:04,27.6,2026-06-29 22:30:00,1782744484935
2026-06-29 22:58:04,27.7,2026-06-29 22:40:00,1782745084869
2026-06-29 23:08:04,27.8,2026-06-29 22:50:00,1782745684364
2026-06-29 23:18:04,27.7,2026-06-29 23:00:00,1782746284613
2026-06-29 23:28:05,27.7,2026-06-29 23:10:00,1782746885144
2026-06-29 23:38:05,27.7,2026-06-29 23:20:00,1782747485652
2026-06-29 23:48:04,27.7,2026-06-29 23:30:00,1782748084723
2026-06-29 23:58:05,27.6,2026-06-29 23:40:00,1782748685007
